file,speaker,label,word,device,env,distance,peak_dbfs,rms_dbfs,warnings,timestamp
unknown/s01_bola_esp32_004.wav,p2,unknown,bola,esp32,p2,medio,-21.6,-40.6,,2026-09-26T08:31:57
unknown/s01_bowl_esp32_004.wav,p2,unknown,bowl,esp32,p2,perto,-17.6,-35.5,,2026-09-26T08:32:09
unknown/s01_bat_esp32_004.wav,p2,unknown,bat,esp32,p2,longe,-18.8,-41.1,palavra pode estar CORTADA no início/fim,2026-09-26T08:32:18
unknown/s01_hat_esp32_004.wav,p2,unknown,hat,esp32,p2,longe,-20.8,-40.6,,2026-09-26T08:32:26
unknown/s01_tall_esp32_004.wav,p2,unknown,tall,esp32,p2,medio,-17.8,-38.4,palavra pode estar CORTADA no início/fim,2026-09-26T08:32:33
dog/s01_dog_esp32_075.wav,p2,dog,dog,esp32,p2,longe,-21.9,-39.3,,2026-09-26T08:32:52
cat/s01_cat_esp32_071.wav,p2,cat,cat,esp32,p2,longe,-23.5,-42.5,palavra pode estar CORTADA no início/fim,2026-09-26T08:32:55
unknown/s01_book_esp32_004.wav,p2,unknown,book,esp32,p2,longe,-23.1,-40.8,palavra pode estar CORTADA no início/fim,2026-09-26T08:33:00
unknown/s01_car_esp32_004.wav,p2,unknown,car,esp32,p2,medio,-16.2,-39.8,,2026-09-26T08:33:06
unknown/s01_log_esp32_004.wav,p2,unknown,log,esp32,p2,medio,-21.1,-37.7,,2026-09-26T08:33:10
noise/s01_palma_esp32_007.wav,p2,noise,palma,esp32,p2,medio,-17.8,-44.5,,2026-09-26T08:33:23
ball/s01_ball_esp32_070.wav,p2,ball,ball,esp32,p2,longe,-21.9,-39.1,,2026-09-26T08:33:30
cat/s01_cat_esp32_072.wav,p2,cat,cat,esp32,p2,perto,-18.6,-40.8,palavra pode estar CORTADA no início/fim,2026-09-26T08:33:35
unknown/s01_cap_esp32_004.wav,p2,unknown,cap,esp32,p2,medio,-19.7,-43.7,,2026-09-26T08:33:40
cat/s01_cat_esp32_073.wav,p2,cat,cat,esp32,p2,medio,-20.6,-43.3,,2026-09-26T08:33:45
cat/s01_cat_esp32_074.wav,p2,cat,cat,esp32,p2,perto,-25.7,-45.2,palavra pode estar CORTADA no início/fim,2026-09-26T08:33:49
unknown/s01_gato_esp32_004.wav,p2,unknown,gato,esp32,p2,perto,-18.9,-40.4,,2026-09-26T08:33:53
unknown/s01_fall_esp32_004.wav,p2,unknown,fall,esp32,p2,longe,-20.9,-42.2,,2026-09-26T08:33:59
unknown/s01_nao_esp32_004.wav,p2,unknown,nao,esp32,p2,perto,-25.6,-38.8,palavra pode estar CORTADA no início/fim,2026-09-26T08:34:05
noise/s01_palma_esp32_008.wav,p2,noise,palma,esp32,p2,medio,0.0,-18.9,SATURADO (fale mais longe/baixo),2026-09-26T08:34:11
unknown/s01_sim_esp32_004.wav,p2,unknown,sim,esp32,p2,perto,-23.2,-43.7,,2026-09-26T08:34:16
ball/s01_ball_esp32_071.wav,p2,ball,ball,esp32,p2,perto,-21.6,-41.5,,2026-09-26T08:34:20
ball/s01_ball_esp32_072.wav,p2,ball,ball,esp32,p2,perto,-24.9,-42.2,palavra pode estar CORTADA no início/fim,2026-09-26T08:34:25
cat/s01_cat_esp32_075.wav,p2,cat,cat,esp32,p2,longe,-24.2,-44.9,,2026-09-26T08:34:29
unknown/s01_dug_esp32_004.wav,p2,unknown,dug,esp32,p2,longe,-28.2,-44.2,,2026-09-26T08:34:34
unknown/s01_bell_esp32_004.wav,p2,unknown,bell,esp32,p2,medio,-21.8,-38.5,palavra pode estar CORTADA no início/fim,2026-09-26T08:34:39
unknown/s01_bell_esp32_004.wav,p2,unknown,bell,esp32,p2,medio,-22.3,-41.3,palavra pode estar CORTADA no início/fim,2026-09-26T08:35:00
ball/s01_ball_esp32_073.wav,p2,ball,ball,esp32,p2,perto,-24.0,-42.0,palavra pode estar CORTADA no início/fim,2026-09-26T08:35:08
unknown/s01_apple_esp32_004.wav,p2,unknown,apple,esp32,p2,perto,-24.9,-44.4,,2026-09-26T08:35:14
ball/s01_ball_esp32_074.wav,p2,ball,ball,esp32,p2,perto,-24.6,-42.2,,2026-09-26T08:35:18
unknown/s01_casa_esp32_004.wav,p2,unknown,casa,esp32,p2,longe,-27.2,-44.6,palavra pode estar CORTADA no início/fim,2026-09-26T08:35:23
noise/s01_frase_esp32_004.wav,p2,noise,frase,esp32,p2,perto,-19.4,-35.3,,2026-09-26T08:35:34
noise/s01_silencio_esp32_014.wav,p2,noise,silencio,esp32,p2,medio,-41.7,-52.6,,2026-09-26T08:35:43
dog/s01_dog_esp32_076.wav,p2,dog,dog,esp32,p2,longe,-24.8,-42.7,,2026-09-26T08:35:48
ball/s01_ball_esp32_075.wav,p2,ball,ball,esp32,p2,perto,-20.6,-37.1,,2026-09-26T08:35:55
cat/s01_cat_esp32_076.wav,p2,cat,cat,esp32,p2,longe,-23.0,-42.4,,2026-09-26T08:36:00
ball/s01_ball_esp32_076.wav,p2,ball,ball,esp32,p2,medio,-21.6,-39.6,,2026-09-26T08:36:08
ball/s01_ball_esp32_077.wav,p2,ball,ball,esp32,p2,perto,-20.5,-39.5,,2026-09-26T08:36:13
dog/s01_dog_esp32_077.wav,p2,dog,dog,esp32,p2,longe,-25.8,-41.6,palavra pode estar CORTADA no início/fim,2026-09-26T08:36:18
ball/s01_ball_esp32_078.wav,p2,ball,ball,esp32,p2,perto,-22.3,-41.6,palavra pode estar CORTADA no início/fim,2026-09-26T08:36:23
unknown/s01_sun_esp32_004.wav,p2,unknown,sun,esp32,p2,medio,-26.8,-45.9,,2026-09-26T08:36:29
ball/s01_ball_esp32_079.wav,p2,ball,ball,esp32,p2,perto,-19.6,-40.8,,2026-09-26T08:36:35
unknown/s01_doll_esp32_004.wav,p2,unknown,doll,esp32,p2,medio,-24.6,-42.0,palavra pode estar CORTADA no início/fim,2026-09-26T08:36:41
unknown/s01_wall_esp32_004.wav,p2,unknown,wall,esp32,p2,medio,-24.6,-43.4,palavra pode estar CORTADA no início/fim,2026-09-26T08:36:45
noise/s01_tosse_esp32_004.wav,p2,noise,tosse,esp32,p2,medio,-8.3,-28.0,,2026-09-26T08:36:51
noise/s01_silencio_esp32_015.wav,p2,noise,silencio,esp32,p2,medio,-39.5,-50.6,,2026-09-26T08:37:22
dog/s01_dog_esp32_078.wav,p2,dog,dog,esp32,p2,medio,-22.8,-41.2,,2026-09-26T08:37:26
dog/s01_dog_esp32_079.wav,p2,dog,dog,esp32,p2,medio,-26.7,-43.5,palavra pode estar CORTADA no início/fim,2026-09-26T08:37:31
unknown/s01_mom_esp32_004.wav,p2,unknown,mom,esp32,p2,medio,-28.3,-43.7,,2026-09-26T08:37:36
noise/s01_silencio_esp32_016.wav,p2,noise,silencio,esp32,p2,medio,-40.5,-51.5,,2026-09-26T08:37:43
ball/s01_ball_esp32_080.wav,p2,ball,ball,esp32,p2,medio,-25.9,-42.3,,2026-09-26T08:37:47
cat/s01_cat_esp32_077.wav,p2,cat,cat,esp32,p2,perto,-17.0,-31.3,,2026-09-26T08:37:51
dog/s01_dog_esp32_080.wav,p2,dog,dog,esp32,p2,perto,-23.5,-42.7,palavra pode estar CORTADA no início/fim,2026-09-26T08:37:54
cat/s01_cat_esp32_078.wav,p2,cat,cat,esp32,p2,perto,-24.9,-44.1,palavra pode estar CORTADA no início/fim,2026-09-26T08:37:58
noise/s01_respiro_esp32_004.wav,p2,noise,respiro,esp32,p2,medio,-37.4,-50.2,,2026-09-26T08:38:09
cat/s01_cat_esp32_079.wav,p2,cat,cat,esp32,p2,longe,-25.2,-43.0,,2026-09-26T08:38:16
cat/s01_cat_esp32_080.wav,p2,cat,cat,esp32,p2,longe,-31.4,-46.0,palavra pode estar CORTADA no início/fim,2026-09-26T08:38:20
unknown/s01_dot_esp32_004.wav,p2,unknown,dot,esp32,p2,medio,-25.1,-43.9,palavra pode estar CORTADA no início/fim,2026-09-26T08:38:25
unknown/s01_door_esp32_004.wav,p2,unknown,door,esp32,p2,perto,-23.3,-40.9,,2026-09-26T08:38:30
dog/s01_dog_esp32_081.wav,p3,dog,dog,esp32,p3,perto,-38.4,-49.1,palavra pode estar CORTADA no início/fim,2026-09-26T08:44:05
dog/s01_dog_esp32_081.wav,p3,dog,dog,esp32,p3,longe,-18.1,-36.4,,2026-09-26T08:44:38
cat/s01_cat_esp32_081.wav,p3,cat,cat,esp32,p3,medio,-18.6,-36.9,palavra pode estar CORTADA no início/fim,2026-09-26T08:44:43
ball/s01_ball_esp32_081.wav,p3,ball,ball,esp32,p3,perto,-12.6,-28.6,palavra pode estar CORTADA no início/fim,2026-09-26T08:44:49
unknown/s01_call_esp32_005.wav,p3,unknown,call,esp32,p3,longe,-18.2,-38.5,,2026-09-26T08:44:54
dog/s01_dog_esp32_082.wav,p3,dog,dog,esp32,p3,longe,-20.7,-39.0,,2026-09-26T08:44:59
dog/s01_dog_esp32_083.wav,p3,dog,dog,esp32,p3,medio,-19.6,-37.8,,2026-09-26T08:45:07
cat/s01_cat_esp32_082.wav,p3,cat,cat,esp32,p3,perto,-14.4,-31.1,palavra pode estar CORTADA no início/fim,2026-09-26T08:45:12
dog/s01_dog_esp32_084.wav,p3,dog,dog,esp32,p3,longe,-22.0,-40.8,palavra pode estar CORTADA no início/fim,2026-09-26T08:45:17
ball/s01_ball_esp32_082.wav,p3,ball,ball,esp32,p3,longe,-20.2,-38.8,,2026-09-26T08:45:21
unknown/s01_cake_esp32_005.wav,p3,unknown,cake,esp32,p3,perto,-15.6,-33.1,,2026-09-26T08:45:26
dog/s01_dog_esp32_085.wav,p3,dog,dog,esp32,p3,perto,-17.5,-31.8,,2026-09-26T08:45:31
noise/s01_mesa_esp32_005.wav,p3,noise,mesa,esp32,p3,medio,-30.1,-45.6,,2026-09-26T08:45:54
noise/s01_silencio_esp32_017.wav,p3,noise,silencio,esp32,p3,medio,-42.1,-52.1,,2026-09-26T08:45:58
dog/s01_dog_esp32_086.wav,p3,dog,dog,esp32,p3,longe,-17.2,-38.7,,2026-09-26T08:46:03
ball/s01_ball_esp32_083.wav,p3,ball,ball,esp32,p3,perto,-16.9,-36.1,palavra pode estar CORTADA no início/fim,2026-09-26T08:46:08
dog/s01_dog_esp32_087.wav,p3,dog,dog,esp32,p3,medio,-22.2,-41.0,palavra pode estar CORTADA no início/fim,2026-09-26T08:46:12
ball/s01_ball_esp32_084.wav,p3,ball,ball,esp32,p3,medio,-22.2,-38.7,palavra pode estar CORTADA no início/fim,2026-09-26T08:46:16
dog/s01_dog_esp32_088.wav,p3,dog,dog,esp32,p3,medio,-22.9,-40.2,palavra pode estar CORTADA no início/fim,2026-09-26T08:46:22
unknown/s01_oi_esp32_005.wav,p3,unknown,oi,esp32,p3,perto,-17.4,-34.4,,2026-09-26T08:46:30
dog/s01_dog_esp32_089.wav,p3,dog,dog,esp32,p3,perto,-15.5,-33.5,,2026-09-26T08:46:35
dog/s01_dog_esp32_090.wav,p3,dog,dog,esp32,p3,perto,-17.2,-35.3,,2026-09-26T08:46:38
cat/s01_cat_esp32_083.wav,p3,cat,cat,esp32,p3,medio,-23.0,-42.0,palavra pode estar CORTADA no início/fim,2026-09-26T08:46:43
dog/s01_dog_esp32_091.wav,p3,dog,dog,esp32,p3,medio,-23.7,-41.2,,2026-09-26T08:46:47
dog/s01_dog_esp32_092.wav,p3,dog,dog,esp32,p3,perto,-20.8,-33.7,,2026-09-26T08:46:51
ball/s01_ball_esp32_085.wav,p3,ball,ball,esp32,p3,longe,-22.3,-39.6,palavra pode estar CORTADA no início/fim,2026-09-26T08:46:57
unknown/s01_hello_esp32_005.wav,p3,unknown,hello,esp32,p3,perto,-13.8,-26.7,,2026-09-26T08:47:01
cat/s01_cat_esp32_084.wav,p3,cat,cat,esp32,p3,perto,-13.7,-29.2,palavra pode estar CORTADA no início/fim,2026-09-26T08:47:05
cat/s01_cat_esp32_085.wav,p3,cat,cat,esp32,p3,longe,-24.7,-43.0,palavra pode estar CORTADA no início/fim,2026-09-26T08:47:10
unknown/s01_cachorro_esp32_005.wav,p3,unknown,cachorro,esp32,p3,perto,-14.0,-28.8,palavra pode estar CORTADA no início/fim,2026-09-26T08:47:16
dog/s01_dog_esp32_093.wav,p3,dog,dog,esp32,p3,perto,-11.0,-25.6,,2026-09-26T08:47:19
ball/s01_ball_esp32_086.wav,p3,ball,ball,esp32,p3,medio,-18.9,-37.2,palavra pode estar CORTADA no início/fim,2026-09-26T08:47:23
ball/s01_ball_esp32_087.wav,p3,ball,ball,esp32,p3,medio,-23.7,-41.7,,2026-09-26T08:47:28
dog/s01_dog_esp32_094.wav,p3,dog,dog,esp32,p3,medio,-24.3,-41.0,palavra pode estar CORTADA no início/fim,2026-09-26T08:47:32
unknown/s01_mamae_esp32_005.wav,p3,unknown,mamae,esp32,p3,perto,-18.5,-33.5,palavra pode estar CORTADA no início/fim,2026-09-26T08:47:37
ball/s01_ball_esp32_088.wav,p3,ball,ball,esp32,p3,perto,-17.3,-36.4,,2026-09-26T08:47:41
cat/s01_cat_esp32_086.wav,p3,cat,cat,esp32,p3,medio,-22.7,-40.9,palavra pode estar CORTADA no início/fim,2026-09-26T08:47:44
cat/s01_cat_esp32_087.wav,p3,cat,cat,esp32,p3,perto,-15.7,-35.2,,2026-09-26T08:47:49
cat/s01_cat_esp32_088.wav,p3,cat,cat,esp32,p3,longe,-24.0,-42.2,palavra pode estar CORTADA no início/fim,2026-09-26T08:47:52
ball/s01_ball_esp32_089.wav,p3,ball,ball,esp32,p3,longe,-21.7,-39.0,,2026-09-26T08:47:56
cat/s01_cat_esp32_089.wav,p3,cat,cat,esp32,p3,longe,-25.9,-43.4,palavra pode estar CORTADA no início/fim,2026-09-26T08:47:59
unknown/s01_tree_esp32_005.wav,p3,unknown,tree,esp32,p3,medio,-20.5,-36.8,,2026-09-26T08:48:04
cat/s01_cat_esp32_090.wav,p3,cat,cat,esp32,p3,longe,-24.4,-42.3,palavra pode estar CORTADA no início/fim,2026-09-26T08:48:08
unknown/s01_bola_esp32_005.wav,p3,unknown,bola,esp32,p3,medio,-16.2,-29.4,palavra pode estar CORTADA no início/fim,2026-09-26T08:48:13
unknown/s01_bowl_esp32_005.wav,p3,unknown,bowl,esp32,p3,longe,-22.5,-39.5,palavra pode estar CORTADA no início/fim,2026-09-26T08:48:21
unknown/s01_bat_esp32_005.wav,p3,unknown,bat,esp32,p3,medio,-22.0,-33.7,palavra pode estar CORTADA no início/fim,2026-09-26T08:48:26
unknown/s01_hat_esp32_005.wav,p3,unknown,hat,esp32,p3,perto,-20.4,-39.0,,2026-09-26T08:48:31
unknown/s01_tall_esp32_005.wav,p3,unknown,tall,esp32,p3,longe,-24.0,-41.8,palavra pode estar CORTADA no início/fim,2026-09-26T08:48:36
dog/s01_dog_esp32_095.wav,p3,dog,dog,esp32,p3,longe,-22.2,-40.1,palavra pode estar CORTADA no início/fim,2026-09-26T08:48:39
cat/s01_cat_esp32_091.wav,p3,cat,cat,esp32,p3,medio,-17.3,-38.4,,2026-09-26T08:48:43
unknown/s01_book_esp32_005.wav,p3,unknown,book,esp32,p3,longe,-20.2,-38.2,,2026-09-26T08:48:47
unknown/s01_car_esp32_005.wav,p3,unknown,car,esp32,p3,longe,-22.0,-40.9,palavra pode estar CORTADA no início/fim,2026-09-26T08:48:51
unknown/s01_log_esp32_005.wav,p3,unknown,log,esp32,p3,longe,-21.3,-38.1,palavra pode estar CORTADA no início/fim,2026-09-26T08:48:55
noise/s01_palma_esp32_009.wav,p3,noise,palma,esp32,p3,medio,-0.0,-33.7,,2026-09-26T08:49:02
ball/s01_ball_esp32_090.wav,p3,ball,ball,esp32,p3,medio,-20.5,-37.1,palavra pode estar CORTADA no início/fim,2026-09-26T08:49:07
cat/s01_cat_esp32_092.wav,p3,cat,cat,esp32,p3,medio,-22.1,-38.6,palavra pode estar CORTADA no início/fim,2026-09-26T08:49:11
unknown/s01_cap_esp32_005.wav,p3,unknown,cap,esp32,p3,longe,-19.2,-37.8,palavra pode estar CORTADA no início/fim,2026-09-26T08:49:15
cat/s01_cat_esp32_093.wav,p3,cat,cat,esp32,p3,perto,-19.8,-35.9,palavra pode estar CORTADA no início/fim,2026-09-26T08:49:20
cat/s01_cat_esp32_094.wav,p3,cat,cat,esp32,p3,medio,-19.0,-34.4,palavra pode estar CORTADA no início/fim,2026-09-26T08:49:24
unknown/s01_gato_esp32_005.wav,p3,unknown,gato,esp32,p3,medio,-19.4,-37.9,palavra pode estar CORTADA no início/fim,2026-09-26T08:49:28
unknown/s01_fall_esp32_005.wav,p3,unknown,fall,esp32,p3,perto,-14.7,-33.9,palavra pode estar CORTADA no início/fim,2026-09-26T08:49:36
unknown/s01_nao_esp32_005.wav,p3,unknown,nao,esp32,p3,perto,-16.4,-33.8,palavra pode estar CORTADA no início/fim,2026-09-26T08:49:39
noise/s01_palma_esp32_010.wav,p3,noise,palma,esp32,p3,medio,-0.0,-30.6,,2026-09-26T08:49:46
unknown/s01_sim_esp32_005.wav,p3,unknown,sim,esp32,p3,longe,-24.7,-40.7,palavra pode estar CORTADA no início/fim,2026-09-26T08:49:52
ball/s01_ball_esp32_091.wav,p3,ball,ball,esp32,p3,perto,-17.9,-35.4,palavra pode estar CORTADA no início/fim,2026-09-26T08:49:56
ball/s01_ball_esp32_092.wav,p3,ball,ball,esp32,p3,perto,-20.7,-37.7,palavra pode estar CORTADA no início/fim,2026-09-26T08:50:00
cat/s01_cat_esp32_095.wav,p3,cat,cat,esp32,p3,perto,-18.4,-34.4,palavra pode estar CORTADA no início/fim,2026-09-26T08:50:04
unknown/s01_dug_esp32_005.wav,p3,unknown,dug,esp32,p3,perto,-17.5,-30.2,palavra pode estar CORTADA no início/fim,2026-09-26T08:50:08
unknown/s01_bell_esp32_005.wav,p3,unknown,bell,esp32,p3,longe,-21.6,-37.0,palavra pode estar CORTADA no início/fim,2026-09-26T08:50:13
ball/s01_ball_esp32_093.wav,p3,ball,ball,esp32,p3,longe,-21.4,-37.1,palavra pode estar CORTADA no início/fim,2026-09-26T08:50:17
unknown/s01_apple_esp32_005.wav,p3,unknown,apple,esp32,p3,medio,-18.1,-34.9,palavra pode estar CORTADA no início/fim,2026-09-26T08:50:22
ball/s01_ball_esp32_094.wav,p3,ball,ball,esp32,p3,medio,-16.9,-35.4,palavra pode estar CORTADA no início/fim,2026-09-26T08:50:26
unknown/s01_casa_esp32_005.wav,p3,unknown,casa,esp32,p3,medio,-19.0,-36.9,palavra pode estar CORTADA no início/fim,2026-09-26T08:50:31
noise/s01_frase_esp32_005.wav,p3,noise,frase,esp32,p3,perto,-19.3,-31.8,,2026-09-26T08:50:38
noise/s01_silencio_esp32_018.wav,p3,noise,silencio,esp32,p3,medio,-30.2,-44.6,,2026-09-26T08:50:44
dog/s01_dog_esp32_096.wav,p3,dog,dog,esp32,p3,perto,-19.0,-35.4,palavra pode estar CORTADA no início/fim,2026-09-26T08:50:49
ball/s01_ball_esp32_095.wav,p3,ball,ball,esp32,p3,perto,-18.1,-31.3,palavra pode estar CORTADA no início/fim,2026-09-26T08:50:54
cat/s01_cat_esp32_096.wav,p3,cat,cat,esp32,p3,longe,-25.2,-40.7,palavra pode estar CORTADA no início/fim,2026-09-26T08:51:01
ball/s01_ball_esp32_096.wav,p3,ball,ball,esp32,p3,perto,-14.2,-32.4,palavra pode estar CORTADA no início/fim,2026-09-26T08:51:06
ball/s01_ball_esp32_097.wav,p3,ball,ball,esp32,p3,longe,-14.8,-32.1,palavra pode estar CORTADA no início/fim,2026-09-26T08:51:12
dog/s01_dog_esp32_097.wav,p3,dog,dog,esp32,p3,perto,-15.6,-27.9,palavra pode estar CORTADA no início/fim,2026-09-26T08:51:16
ball/s01_ball_esp32_098.wav,p3,ball,ball,esp32,p3,longe,-20.4,-34.4,palavra pode estar CORTADA no início/fim,2026-09-26T08:51:25
unknown/s01_sun_esp32_005.wav,p3,unknown,sun,esp32,p3,medio,-19.1,-37.0,palavra pode estar CORTADA no início/fim,2026-09-26T08:51:31
ball/s01_ball_esp32_099.wav,p3,ball,ball,esp32,p3,perto,-16.2,-29.0,,2026-09-26T08:51:36
unknown/s01_doll_esp32_005.wav,p3,unknown,doll,esp32,p3,longe,-22.0,-39.7,palavra pode estar CORTADA no início/fim,2026-09-26T08:51:41
unknown/s01_wall_esp32_005.wav,p3,unknown,wall,esp32,p3,perto,-16.6,-28.4,palavra pode estar CORTADA no início/fim,2026-09-26T08:51:46
noise/s01_tosse_esp32_005.wav,p3,noise,tosse,esp32,p3,medio,-16.7,-35.7,,2026-09-26T08:51:51
noise/s01_silencio_esp32_019.wav,p3,noise,silencio,esp32,p3,medio,-35.5,-46.4,,2026-09-26T08:51:55
dog/s01_dog_esp32_098.wav,p3,dog,dog,esp32,p3,medio,-19.7,-37.8,palavra pode estar CORTADA no início/fim,2026-09-26T08:52:00
dog/s01_dog_esp32_099.wav,p3,dog,dog,esp32,p3,perto,-12.1,-25.7,,2026-09-26T08:52:04
unknown/s01_mom_esp32_005.wav,p3,unknown,mom,esp32,p3,medio,-19.6,-36.6,palavra pode estar CORTADA no início/fim,2026-09-26T08:52:10
noise/s01_silencio_esp32_020.wav,p3,noise,silencio,esp32,p3,medio,-31.7,-45.2,,2026-09-26T08:52:14
ball/s01_ball_esp32_100.wav,p3,ball,ball,esp32,p3,medio,-22.0,-38.7,palavra pode estar CORTADA no início/fim,2026-09-26T08:52:19
cat/s01_cat_esp32_097.wav,p3,cat,cat,esp32,p3,medio,-23.2,-40.8,palavra pode estar CORTADA no início/fim,2026-09-26T08:52:23
dog/s01_dog_esp32_100.wav,p3,dog,dog,esp32,p3,medio,-20.3,-37.7,palavra pode estar CORTADA no início/fim,2026-09-26T08:52:27
cat/s01_cat_esp32_098.wav,p3,cat,cat,esp32,p3,medio,-20.2,-38.9,palavra pode estar CORTADA no início/fim,2026-09-26T08:52:30
noise/s01_respiro_esp32_005.wav,p3,noise,respiro,esp32,p3,medio,-25.8,-39.9,,2026-09-26T08:52:38
cat/s01_cat_esp32_099.wav,p3,cat,cat,esp32,p3,medio,-21.1,-38.7,palavra pode estar CORTADA no início/fim,2026-09-26T08:52:43
cat/s01_cat_esp32_100.wav,p3,cat,cat,esp32,p3,perto,-9.1,-25.1,palavra pode estar CORTADA no início/fim,2026-09-26T08:52:47
unknown/s01_dot_esp32_005.wav,p3,unknown,dot,esp32,p3,perto,-14.7,-33.6,palavra pode estar CORTADA no início/fim,2026-09-26T08:52:52
unknown/s01_door_esp32_005.wav,p3,unknown,door,esp32,p3,perto,-16.4,-33.8,palavra pode estar CORTADA no início/fim,2026-09-26T08:52:57
